Accession No,Collector Number,"DateYear All the samples have collection, dates. We had a challenge determinng how to format the date and what field(s) Here is presented identification date, when specifically identified on th eherbarium sheet",Identifier Name,Phylum,Class,Order,Family,Genus,Species,Variety,Form,Continent,Country,Territory,District,Locality,Latitude,Longitude
7642,9031,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Québec,Nouveau-Québec Territory,Wakeham Bay West shore of Nichols Point to promontory opposite the settlement Hudson Strait. ,61.65,-72
7643,9032,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Québec,Nouveau-Québec Territory,Wakeham Bay West shore of Nichols Point to promontory opposite the settlement Hudson Strait. ,61.65,-72
7644,9033,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Québec,Nouveau-Québec Territory,Wakeham Bay West shore of Nichols Point to promontory opposite the settlement Hudson Strait. ,61.65,-72
7645,9034,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Québec,Nouveau-Québec Territory,Ivugivik Harbour West shore of Ivugivik Point to 1000 m south Hudson Strait. ,62.425,-77.9133
7646,9035,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Québec,Nouveau-Québec Territory,Wakeham Bay West shore of Nichols Point to promontory opposite the settlement Hudson Strait. ,61.65,-72
7647,9036,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Northwest Territory,Franklin District,Baffin Island East shore of Nascopie Point to Ongalaota island Westbourne Bay North Bay. ,62.82,-69.83
7648,9037,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,Québec,Nouveau-Québec Territory,Wakeham Bay West shore of Nichols Point to promontory opposite Wakeham settlement Hudson Strait northern Quebec.,61.65,-72
7649,9038,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Hudson Strait Baffin Island ""east shore of Nascopie Point to Ongalaota Island, Westbourne Bay, North Bay.""  ",62.82,-69.83
7650,9039,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,longicruris,,,North America,Canada,Northwest Territory,Franklin District,"Hudson Strait Baffin Island ""east shore of Nascopie Point to Ongalaota Island, Westbourne Bay, North Bay.""  ",62.82,-69.83
7651,9040,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Northwest Territory,Franklin District,"Hudson Strait Baffin Island ""east shore of Nascopie Point to Ongalaota Island, Westbourne Bay, North Bay.""  ",62.82,-69.83
7652,9041,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,Eclipse Sound South shore of ca six miles east of Pond Inlet settlement northern Baffin Island.  Fresh storm-drift on gravel beach. ,72.7,-77.85
7653,9042,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,Eclipse Sound South shore of ca six miles east of Pond Inlet settlement northern Baffin Island.  Fresh storm-drift on gravel beach. ,72.7,-77.85
7654,9043,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Northwest Territory,Franklin District,Eclipse Sound South shore of ca six miles east of Pond Inlet settlement northern Baffin Island.  Fresh storm-drift on gravel beach. ,72.7,-77.85
7655,9044,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,longicruris,,,North America,Canada,Québec,Nouveau-Québec Territory,"Hudson Strait Northern Quebec ""west shore of Ivugivik Harbour, Ivugivik Point to 1000 m south.""  ",62.425,-77.9133
7656,9045,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,longicruris,,,North America,Canada,Québec,Nouveau-Québec Territory,Hudson Strait Northern Quebec Ivugivik Point to 1000 m southwest shore of Ivugivik Harbour.  ,62.425,-77.9133
7657,9046,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,longicruris,,,North America,Canada,Northwest Territory,Franklin District,"Hudson Strait Southern Baffin Island ""northeast side of Negus Bay, near Cape Dorset.""  ",64.28,-72.37
7658,9047,1974,"Hooper, R",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,solidungula,,,North America,Canada,Québec,Nouveau-Québec Territory,Hudson Strait Northern Quebec Ivugivik Point to 1000 m south in Ivugivik Harbour.  ,62.425,-77.9133
7659,9048,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,longicruris,,,North America,Canada,Québec,Nouveau-Québec Territory,Hudson Strait Northern Quebec Ivugivik Point to 1000 m south in Ivugivik Harbour.  ,62.425,-77.9133
7660,9049,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,longicruris,,,North America,Canada,Northwest Territory,Franklin District,"Hudson Strait Southern Baffin Island ""east shore of Nascopie Point to Ongalaota Island, Westbourne Bay, North Bay.""  ",62.82,-69.83
7661,9050,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,longicruris,,,North America,Canada,Northwest Territory,Franklin District,"Hudson Strait Southern Baffin Island ""east shore of Nascopie Point to Ongalaota Island, Westbourne Bay, North Bay.""  ",62.82,-69.83
7662,9051,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,longicruris,,,North America,Canada,Northwest Territory,Franklin District,"Hudson Strait Southern Baffin Island ""east shore of Nascopie Point to Ongalaota Island, Westbourne Bay, North Bay.""  ",62.82,-69.83
7663,9052,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,longicruris,,,North America,Canada,Northwest Territory,Franklin District,"Hudson Strait Southern Baffin Island ""east shore of Nascopie Point to Ongalaota Island, Westbourne Bay, North Bay.""  ",62.82,-69.83
7664,9053,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,longicruris,,,North America,Canada,Northwest Territory,Franklin District,"Hudson Strait Southern Baffin Island ""east shore of Nascopie Point to Ongalaota Island, Westbourne Bay, North Bay.""  ",62.82,-69.83
7665,9054,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,longicruris,,,North America,Canada,Northwest Territory,Franklin District,"Negus Bay ""Northeast side of, near Cape Dorset"" southern Baffin Island Hudson Strait. ",64.28,-72.37
7666,9055,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,longicruris,,,North America,Canada,Northwest Territory,Franklin District,"Negus Bay ""Northeast side of, near Cape Dorset"" southern Baffin Island Hudson Strait. ",64.28,-72.37
7672,9061,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Northwest Territory,Franklin District,"Baffin Island Hudson Strait ""east shore of Nascopie Point to Ongalaota Island, Westbourne Bay, North Bay.""  ",62.82,-69.83
7702,9080,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,agardhii,,,North America,Canada,Prince Edward Island,Kings County,Red Point Flat reef between Shallop Rock and sandy beach Northumberland Strait.  ,46.37,-62.13
7725,9095,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,agardhii,,,North America,Canada,Prince Edward Island,Kings County,East Point At extreme point below lighthouse Northumberland Strait.  ,46.4533,-61.9717
7805,9145,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,agardhii,,,North America,Canada,Prince Edward Island,Kings County,Red Point Flat reef between Shallop Rock and sandy beach Northumberland Strait.  ,46.37,-62.13
7807,9146,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,agardhii,,,North America,Canada,Prince Edward Island,Kings County,East Point At extreme point below lighthouse Northumberland Strait.  ,46.4533,-61.9717
7808,9147,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,agardhii,,,North America,Canada,Prince Edward Island,Kings County,East Point At extreme point below lighthouse Northumberland Strait.  ,46.4533,-61.9717
7944,9205,,"Bernatowicz, A.J",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,agardhii,,,North America,United States,Rhode Island,Washington County,Narranganset Bay    ,,
8044,9245,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Whiffen Spit In Sooke Harbour bay.   ,48.355,-123.725
8045,9246,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Whiffen Spit In Sooke Harbour bay.   ,48.355,-123.725
8046,9247,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Whiffen Spit In Sooke Harbour bay.   ,48.355,-123.725
8047,9248,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Whiffen Spit In Sooke Harbour bay.   ,48.355,-123.725
8048,9249,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Whiffen Spit In Sooke Harbour bay.   ,48.355,-123.725
8049,9250,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Whiffen Spit In Sooke Harbour bay.   ,48.355,-123.725
8050,9251,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Whiffen Spit In Sooke Harbour bay.   ,48.355,-123.725
8051,9252,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Whiffen Spit In Sooke Harbour bay.   ,48.355,-123.725
8052,9253,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Whiffen Spit In Sooke Harbour bay.   ,48.355,-123.725
8053,9254,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Whiffen Spit In Sooke Harbour bay.   ,48.355,-123.725
8079,9264,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,marginata,,,North America,Canada,British Columbia,Vancouver Island,Whiffen Spit In Sooke Harbour bay.   ,48.355,-123.725
8080,9265,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,marginata,,,North America,Canada,British Columbia,Vancouver Island,Glacier Point At cove with beachhouse.   ,48.3967,-123.9817
8081,9266,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,marginata,,,North America,Canada,British Columbia,Vancouver Island,Glacier Point At cove with beachhouse.   ,48.3967,-123.9817
8082,9267,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,marginata,,,North America,Canada,British Columbia,Vancouver Island,Glacier Point At cove with beachhouse.   ,48.3967,-123.9817
8206,9290,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,marginata,,,North America,Canada,British Columbia,Vancouver Island,Glacier Point At cove with beachhouse.   ,48.3967,-123.9817
8207,9291,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,marginata,,,North America,Canada,British Columbia,Vancouver Island,Whiffen Spit In Sooke Harbour bay.   ,48.355,-123.725
8208,9292,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,marginata,,,North America,Canada,British Columbia,Vancouver Island,Whiffen Spit In Sooke Harbour bay.   ,48.355,-123.725
8209,9293,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,marginata,,,North America,Canada,British Columbia,Vancouver Island,Whiffen Spit In Sooke Harbour bay.   ,48.355,-123.725
8210,9294,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,marginata,,,North America,Canada,British Columbia,Vancouver Island,Whiffen Spit In Sooke Harbour bay.   ,48.355,-123.725
8211,9295,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,marginata,,,North America,Canada,British Columbia,Vancouver Island,Whiffen Spit In Sooke Harbour bay.   ,48.355,-123.725
8212,9296,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,marginata,,,North America,Canada,British Columbia,Vancouver Island,Whiffen Spit In Sooke Harbour bay.   ,48.355,-123.725
8213,9297,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,marginata,,,North America,Canada,British Columbia,Vancouver Island,Whiffen Spit In Sooke Harbour bay.   ,48.355,-123.725
8226,9302,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Whiffen Spit In Sooke Harbour bay.   ,48.355,-123.725
8227,9303,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Glacier Point At cove with beachhouse.   ,48.3967,-123.9817
8228,9304,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Whiffen Spit In Sooke Harbour bay.   ,48.355,-123.725
8229,9305,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Whiffen Spit In Sooke Harbour bay.   ,48.355,-123.725
8230,9306,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Whiffen Spit In Sooke Harbour bay.   ,48.355,-123.725
8231,9307,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Whiffen Spit In Sooke Harbour bay.   ,48.355,-123.725
8232,9308,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Whiffen Spit In Sooke Harbour bay.   ,48.355,-123.725
8233,9309,,"Lee, R.K.S",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,groenlandica,,,North America,Canada,British Columbia,Vancouver Island,Whiffen Spit In Sooke Harbour bay.   ,48.355,-123.725
8358,9362,1980,"Hooper, R",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Québec,Rimouski County,Ile du Bic    ,48.4,-68.87
8359,9363,,"Cardinal, A",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Agarum,cribrosum,,,North America,Canada,Québec,Rimouski County,Ile Bic Ouest.   ,48.4,-68.87
8361,9365,,"Cardinal, A",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Québec,Charlevoix Est County,Port-au-Saumon    ,47.75,-69.95
8362,9366,,"Cardinal, A",Phaeophyta,Phaeophyceae,Laminariales,Alariaceae,Alaria,esculenta,,,North America,Canada,Québec,Rimouski County,St-Fabien-sur-Mer    ,48.32,-68.87
8375,9369,1970,"Wilce, R.T.",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,British Columbia,Vancouver Island,Comox    ,,
8376,9370,1970,"Wilce, R.T.",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,British Columbia,Vancouver Island,Departure Bay    ,,
8377,9371,1970,"Wilce, R.T.",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,British Columbia,Vancouver Island,Departure Bay    ,,
8378,9372,1970,"Wilce, R.T.",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,British Columbia,Vancouver Island,Comox    ,,
8381,9375,1970,"Wilce, R.T.",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,British Columbia,Vancouver Island,Departure Bay    ,,
8382,9376,1970,"Wilce, R.T.",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,British Columbia,Vancouver Island,Beacon Hill Victoria.   ,,
8383,9377,1970,"Wilce, R.T.",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,British Columbia,Vancouver Island,Beacon Hill Victoria.   ,,
8384,9378,1970,"Wilce, R.T.",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,Eurasia,Sweden,,,,,
8386,9380,,,Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,digitata,,,Eurasia,Sweden,,,Taujo v. Kolby Kay    ,,
8387,9381,1970,"Wilce, R.T.",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,saccharina,,,North America,Canada,Québec,Iles-de-Montréal et Ile -Jesus,Montreal Island    ,,
8388,9382,1970,"Wilce, R.T.",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,digitata,,,Eurasia,Sweden,,,,,
8389,9383,1970,"Wilce, R.T.",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,digitata,,,North America,Canada,Nova Scotia,Halifax County,Halifax Harbour On the shore near Point Pleasant.   ,,
8390,9384,1970,"Wilce, R.T.",Phaeophyta,Phaeophyceae,Laminariales,Laminariaceae,Laminaria,digitata,,,North America,Canada,Manitoba,,Fort Churchill Hudson Bay.  Washed ashore or in intertidal zone.   ,,
