Model.name,Eval.metric,Testing.data,Evaluating.data,Cutoff,Sensitivity,Specificity,sps
GAM_RUN2_PA4,ROC,0.923,NA,235,84.906,87.333,Aesc
GAM_RUN2_PA4,FAR,0.7,NA,920,52.83,95.667,Aesc
GAM_RUN2_PA4,ACCURACY,0.904,NA,615,77.358,92.667,Aesc
GAM_RUN2_PA4,SR,0.7,NA,920,52.83,95.667,Aesc
MAXENT.Phillips_RUN3_PA4,TSS,0.585,NA,263,69.811,88.667,Aesc
MAXENT.Phillips_RUN3_PA4,ROC,0.852,NA,262,69.811,88.667,Aesc
MAXENT.Phillips_RUN3_PA4,FAR,0.767,NA,980,43.396,97.667,Aesc
MAXENT.Phillips_RUN3_PA4,ACCURACY,0.904,NA,697,54.717,96.667,Aesc
MAXENT.Phillips_RUN3_PA4,SR,0.767,NA,980,43.396,97.667,Aesc
GLM_RUN3_PA4,TSS,0.698,NA,570,86.792,83,Aesc
GLM_RUN3_PA4,ROC,0.905,NA,575,86.792,83.667,Aesc
GLM_RUN3_PA4,FAR,0.8,NA,931,9.434,99.667,Aesc
GLM_RUN3_PA4,ACCURACY,0.901,NA,845.5,62.264,95.333,Aesc
GLM_RUN3_PA4,SR,0.8,NA,931,9.434,99.667,Aesc
ANN_RUN3_PA4,TSS,0.719,NA,579,84.906,87,Aesc
ANN_RUN3_PA4,ROC,0.923,NA,577.5,84.906,87,Aesc
ANN_RUN3_PA4,FAR,0.806,NA,932,49.057,98,Aesc
ANN_RUN3_PA4,ACCURACY,0.907,NA,913,54.717,96.667,Aesc
ANN_RUN3_PA4,SR,0.806,NA,932,49.057,98,Aesc
RF_RUN3_PA4,TSS,0.746,NA,135,90.566,84,Aesc
RF_RUN3_PA4,ROC,0.938,NA,142,90.566,85,Aesc
RF_RUN3_PA4,FAR,0.818,NA,990,35.849,98.667,Aesc
RF_RUN3_PA4,ACCURACY,0.912,NA,806,66.038,95.667,Aesc
RF_RUN3_PA4,SR,0.818,NA,990,35.849,98.667,Aesc
GAM_RUN3_PA4,TSS,0.725,NA,641,81.132,91.333,Aesc
GAM_RUN3_PA4,ROC,0.894,NA,641,81.132,91.333,Aesc
GAM_RUN3_PA4,FAR,0.692,NA,946,50.943,96,Aesc
GAM_RUN3_PA4,ACCURACY,0.904,NA,913.5,66.038,94.667,Aesc
GAM_RUN3_PA4,SR,0.692,NA,946,50.943,96,Aesc
MAXENT.Phillips_RUN4_PA4,TSS,0.611,NA,86,75.472,85.667,Aesc
MAXENT.Phillips_RUN4_PA4,ROC,0.868,NA,100,75.472,86.667,Aesc
MAXENT.Phillips_RUN4_PA4,FAR,0.839,NA,939,49.057,98.333,Aesc
MAXENT.Phillips_RUN4_PA4,ACCURACY,0.909,NA,929,49.057,98.333,Aesc
MAXENT.Phillips_RUN4_PA4,SR,0.839,NA,939,49.057,98.333,Aesc
GLM_RUN4_PA4,TSS,0.741,NA,583,86.792,87,Aesc
GLM_RUN4_PA4,ROC,0.919,NA,583.5,86.792,87.333,Aesc
GLM_RUN4_PA4,FAR,1,NA,938.5,9.434,100,Aesc
GLM_RUN4_PA4,ACCURACY,0.904,NA,795,67.925,94.333,Aesc
GLM_RUN4_PA4,SR,1,NA,938.5,9.434,100,Aesc
ANN_RUN4_PA4,TSS,0.749,NA,225,96.226,78.667,Aesc
ANN_RUN4_PA4,ROC,0.937,NA,227,96.226,78.667,Aesc
ANN_RUN4_PA4,FAR,0.857,NA,950,11.321,99.667,Aesc
ANN_RUN4_PA4,ACCURACY,0.912,NA,856,67.925,95.333,Aesc
ANN_RUN4_PA4,SR,0.857,NA,950,11.321,99.667,Aesc
RF_RUN4_PA4,TSS,0.862,NA,145,96.226,90,Aesc
RF_RUN4_PA4,ROC,0.965,NA,144.5,96.226,90,Aesc
RF_RUN4_PA4,FAR,0.844,NA,950,50.943,98,Aesc
RF_RUN4_PA4,ACCURACY,0.946,NA,592,86.792,96,Aesc
RF_RUN4_PA4,SR,0.844,NA,950,50.943,98,Aesc
GAM_RUN4_PA4,TSS,0.704,NA,259,83.019,87.333,Aesc
GAM_RUN4_PA4,ROC,0.892,NA,256,83.019,87.333,Aesc
GAM_RUN4_PA4,FAR,0.765,NA,955,24.528,98.333,Aesc
GAM_RUN4_PA4,ACCURACY,0.904,NA,872,67.925,94.333,Aesc
GAM_RUN4_PA4,SR,0.765,NA,955,24.528,98.333,Aesc
MAXENT.Phillips_RUN5_PA4,TSS,0.692,NA,152,84.906,84.333,Aesc
MAXENT.Phillips_RUN5_PA4,ROC,0.902,NA,156.5,84.906,84.667,Aesc
MAXENT.Phillips_RUN5_PA4,FAR,0.806,NA,954.5,47.17,98,Aesc
MAXENT.Phillips_RUN5_PA4,ACCURACY,0.907,NA,763,60.377,96,Aesc
MAXENT.Phillips_RUN5_PA4,SR,0.806,NA,954.5,47.17,98,Aesc
GLM_RUN5_PA4,TSS,0.747,NA,659.5,88.679,86,Aesc
GLM_RUN5_PA4,ROC,0.892,NA,659.5,88.679,86,Aesc
GLM_RUN5_PA4,FAR,0.586,NA,902,32.075,96,Aesc
GLM_RUN5_PA4,ACCURACY,0.878,NA,719,84.906,88.333,Aesc
GLM_RUN5_PA4,SR,0.586,NA,902,32.075,96,Aesc
ANN_RUN5_PA4,TSS,0.761,NA,450,92.453,83.667,Aesc
ANN_RUN5_PA4,ROC,0.909,NA,447.5,92.453,83.667,Aesc
ANN_RUN5_PA4,FAR,0.667,NA,842,67.925,93.667,Aesc
ANN_RUN5_PA4,ACCURACY,0.901,NA,842,67.925,93.667,Aesc
ANN_RUN5_PA4,SR,0.667,NA,842,67.925,93.667,Aesc
RF_RUN5_PA4,TSS,0.808,NA,363,86.792,94,Aesc
RF_RUN5_PA4,ROC,0.956,NA,367.5,86.792,94,Aesc
RF_RUN5_PA4,FAR,0.88,NA,990,41.509,98.667,Aesc
RF_RUN5_PA4,ACCURACY,0.929,NA,378,86.792,94,Aesc
RF_RUN5_PA4,SR,0.88,NA,990,41.509,98.667,Aesc
GAM_RUN5_PA4,TSS,0.772,NA,351,90.566,86.667,Aesc
GAM_RUN5_PA4,ROC,0.901,NA,351.5,90.566,86.667,Aesc
GAM_RUN5_PA4,FAR,0.667,NA,906,69.811,94,Aesc
GAM_RUN5_PA4,ACCURACY,0.907,NA,765,83.019,92,Aesc
GAM_RUN5_PA4,SR,0.667,NA,906,69.811,94,Aesc
MAXENT.Phillips_RUN1_PA5,TSS,0.537,NA,126,60.377,93.333,Aesc
MAXENT.Phillips_RUN1_PA5,ROC,0.791,NA,125,60.377,93.333,Aesc
MAXENT.Phillips_RUN1_PA5,FAR,0.7,NA,980,52.83,96,Aesc
MAXENT.Phillips_RUN1_PA5,ACCURACY,0.895,NA,833,54.717,95.667,Aesc
MAXENT.Phillips_RUN1_PA5,SR,0.7,NA,980,52.83,96,Aesc
GLM_RUN1_PA5,TSS,0.66,NA,569.5,83.019,83,Aesc
GLM_RUN1_PA5,ROC,0.887,NA,569,83.019,83,Aesc
GLM_RUN1_PA5,FAR,0.714,NA,935,11.321,99,Aesc
GLM_RUN1_PA5,ACCURACY,0.887,NA,885.5,47.17,96.333,Aesc
GLM_RUN1_PA5,SR,0.714,NA,935,11.321,99,Aesc
ANN_RUN1_PA5,TSS,0.743,NA,245,94.34,80,Aesc
ANN_RUN1_PA5,ROC,0.92,NA,179.5,96.226,78.333,Aesc
ANN_RUN1_PA5,FAR,0.679,NA,934,37.736,96.667,Aesc
ANN_RUN1_PA5,ACCURACY,0.887,NA,861.5,64.151,93.333,Aesc
ANN_RUN1_PA5,SR,0.679,NA,934,37.736,96.667,Aesc
RF_RUN1_PA5,TSS,0.817,NA,134,94.34,86.667,Aesc
RF_RUN1_PA5,ROC,0.965,NA,135.5,94.34,87.333,Aesc
RF_RUN1_PA5,FAR,0.967,NA,980,54.717,99.333,Aesc
RF_RUN1_PA5,ACCURACY,0.941,NA,692,79.245,96.667,Aesc
RF_RUN1_PA5,SR,0.967,NA,980,54.717,99.333,Aesc
GAM_RUN1_PA5,TSS,0.687,NA,737,77.358,91.333,Aesc
GAM_RUN1_PA5,ROC,0.911,NA,740,77.358,91.333,Aesc
GAM_RUN1_PA5,FAR,0.786,NA,939,43.396,98,Aesc
GAM_RUN1_PA5,ACCURACY,0.912,NA,911,64.151,96,Aesc
GAM_RUN1_PA5,SR,0.786,NA,939,43.396,98,Aesc
MAXENT.Phillips_RUN2_PA5,TSS,0.629,NA,20,73.585,89,Aesc
MAXENT.Phillips_RUN2_PA5,ROC,0.847,NA,25,73.585,89.667,Aesc
MAXENT.Phillips_RUN2_PA5,FAR,0.714,NA,737,56.604,96,Aesc
MAXENT.Phillips_RUN2_PA5,ACCURACY,0.901,NA,737,56.604,96,Aesc
MAXENT.Phillips_RUN2_PA5,SR,0.714,NA,737,56.604,96,Aesc
GLM_RUN2_PA5,TSS,0.728,NA,467,92.453,80.333,Aesc
GLM_RUN2_PA5,ROC,0.919,NA,468.5,92.453,80.333,Aesc
GLM_RUN2_PA5,FAR,0.697,NA,885,43.396,96.667,Aesc
GLM_RUN2_PA5,ACCURACY,0.904,NA,820,69.811,93.667,Aesc
GLM_RUN2_PA5,SR,0.697,NA,885,43.396,96.667,Aesc
ANN_RUN2_PA5,TSS,0.781,NA,271,98.113,80,Aesc
ANN_RUN2_PA5,ROC,0.938,NA,276.5,98.113,80.333,Aesc
ANN_RUN2_PA5,FAR,0.788,NA,928,50.943,97.333,Aesc
ANN_RUN2_PA5,ACCURACY,0.909,NA,909,54.717,97.333,Aesc
ANN_RUN2_PA5,SR,0.788,NA,928,50.943,97.333,Aesc
RF_RUN2_PA5,TSS,0.813,NA,116,94.34,86.333,Aesc
RF_RUN2_PA5,ROC,0.969,NA,123.5,94.34,87.333,Aesc
RF_RUN2_PA5,FAR,1,NA,990,52.83,100,Aesc
RF_RUN2_PA5,ACCURACY,0.946,NA,925.5,67.925,99.333,Aesc
RF_RUN2_PA5,SR,1,NA,990,52.83,100,Aesc
GAM_RUN2_PA5,TSS,0.785,NA,351,92.453,85.667,Aesc
GAM_RUN2_PA5,ROC,0.941,NA,356,92.453,86,Aesc
GAM_RUN2_PA5,FAR,0.8,NA,932,58.491,97.333,Aesc
GAM_RUN2_PA5,ACCURACY,0.918,NA,899,64.151,96.667,Aesc
GAM_RUN2_PA5,SR,0.8,NA,932,58.491,97.333,Aesc
MAXENT.Phillips_RUN3_PA5,TSS,0.628,NA,152,75.472,87.333,Aesc
MAXENT.Phillips_RUN3_PA5,ROC,0.871,NA,157,75.472,88,Aesc
MAXENT.Phillips_RUN3_PA5,FAR,0.718,NA,985,52.83,96.333,Aesc
MAXENT.Phillips_RUN3_PA5,ACCURACY,0.898,NA,985,52.83,96.333,Aesc
MAXENT.Phillips_RUN3_PA5,SR,0.718,NA,985,52.83,96.333,Aesc
GLM_RUN3_PA5,TSS,0.703,NA,393,94.34,76,Aesc
GLM_RUN3_PA5,ROC,0.897,NA,399.5,94.34,76.333,Aesc
GLM_RUN3_PA5,FAR,0.627,NA,833,69.811,92.667,Aesc
GLM_RUN3_PA5,ACCURACY,0.895,NA,819.5,77.358,91.667,Aesc
GLM_RUN3_PA5,SR,0.627,NA,833,69.811,92.667,Aesc
ANN_RUN3_PA5,TSS,0.74,NA,300,94.34,79.667,Aesc
ANN_RUN3_PA5,ROC,0.901,NA,312,94.34,80,Aesc
ANN_RUN3_PA5,FAR,0.722,NA,946,24.528,98.333,Aesc
ANN_RUN3_PA5,ACCURACY,0.884,NA,927,45.283,96,Aesc
ANN_RUN3_PA5,SR,0.722,NA,946,24.528,98.333,Aesc
RF_RUN3_PA5,TSS,0.753,NA,184.5,88.679,86.667,Aesc
RF_RUN3_PA5,ROC,0.935,NA,184.5,88.679,86.667,Aesc
RF_RUN3_PA5,FAR,0.923,NA,990,47.17,99.333,Aesc
RF_RUN3_PA5,ACCURACY,0.921,NA,712,67.925,96.333,Aesc
RF_RUN3_PA5,SR,0.923,NA,990,47.17,99.333,Aesc
GAM_RUN3_PA5,TSS,0.697,NA,100.5,94.34,75.333,Aesc
GAM_RUN3_PA5,ROC,0.895,NA,99.5,94.34,75.333,Aesc
GAM_RUN3_PA5,FAR,0.636,NA,928,52.83,94,Aesc
GAM_RUN3_PA5,ACCURACY,0.884,NA,928,52.83,94,Aesc
GAM_RUN3_PA5,SR,0.636,NA,928,52.83,94,Aesc
MAXENT.Phillips_RUN4_PA5,TSS,0.532,NA,0,100,0,Aesc
MAXENT.Phillips_RUN4_PA5,ROC,0.778,NA,0.5,64.151,89,Aesc
MAXENT.Phillips_RUN4_PA5,FAR,0.684,NA,965,49.057,96,Aesc
MAXENT.Phillips_RUN4_PA5,ACCURACY,0.89,NA,667,50.943,95.667,Aesc
MAXENT.Phillips_RUN4_PA5,SR,0.684,NA,965,49.057,96,Aesc
GLM_RUN4_PA5,TSS,0.656,NA,647,79.245,86.333,Aesc
GLM_RUN4_PA5,ROC,0.903,NA,652.5,79.245,86.667,Aesc
GLM_RUN4_PA5,FAR,0.7,NA,914,26.415,98,Aesc
GLM_RUN4_PA5,ACCURACY,0.89,NA,831,58.491,94,Aesc
GLM_RUN4_PA5,SR,0.7,NA,914,26.415,98,Aesc
ANN_RUN4_PA5,TSS,0.849,NA,547,96.226,88.667,Aesc
ANN_RUN4_PA5,ROC,0.957,NA,546,96.226,88.667,Aesc
ANN_RUN4_PA5,FAR,0.789,NA,952,30.189,98.667,Aesc
ANN_RUN4_PA5,ACCURACY,0.921,NA,824,75.472,95,Aesc
ANN_RUN4_PA5,SR,0.789,NA,952,30.189,98.667,Aesc
RF_RUN4_PA5,TSS,0.879,NA,201,96.226,91.667,Aesc
RF_RUN4_PA5,ROC,0.97,NA,206,96.226,92,Aesc
RF_RUN4_PA5,FAR,0.897,NA,970,49.057,98.667,Aesc
RF_RUN4_PA5,ACCURACY,0.946,NA,640,84.906,96.333,Aesc
RF_RUN4_PA5,SR,0.897,NA,970,49.057,98.667,Aesc
GAM_RUN4_PA5,TSS,0.759,NA,554,84.906,91,Aesc
GAM_RUN4_PA5,ROC,0.902,NA,553.5,84.906,91,Aesc
GAM_RUN4_PA5,FAR,0.651,NA,721,77.358,92.667,Aesc
GAM_RUN4_PA5,ACCURACY,0.904,NA,721,77.358,92.667,Aesc
GAM_RUN4_PA5,SR,0.651,NA,721,77.358,92.667,Aesc
MAXENT.Phillips_RUN5_PA5,TSS,0.588,NA,20,75.472,83.333,Aesc
MAXENT.Phillips_RUN5_PA5,ROC,0.82,NA,20,75.472,83.333,Aesc
MAXENT.Phillips_RUN5_PA5,FAR,0.607,NA,667,64.151,92.667,Aesc
MAXENT.Phillips_RUN5_PA5,ACCURACY,0.884,NA,667,64.151,92.667,Aesc
MAXENT.Phillips_RUN5_PA5,SR,0.607,NA,667,64.151,92.667,Aesc
GLM_RUN5_PA5,TSS,0.749,NA,641,90.566,84.333,Aesc
GLM_RUN5_PA5,ROC,0.913,NA,642.5,90.566,84.333,Aesc
GLM_RUN5_PA5,FAR,0.643,NA,927,18.868,98.333,Aesc
GLM_RUN5_PA5,ACCURACY,0.89,NA,816,75.472,91,Aesc
GLM_RUN5_PA5,SR,0.643,NA,927,18.868,98.333,Aesc
ANN_RUN5_PA5,TSS,0.787,NA,513,94.34,84.333,Aesc
ANN_RUN5_PA5,ROC,0.935,NA,518.5,94.34,84.667,Aesc
ANN_RUN5_PA5,FAR,0.75,NA,938,45.283,97.333,Aesc
ANN_RUN5_PA5,ACCURACY,0.904,NA,899,62.264,95.333,Aesc
ANN_RUN5_PA5,SR,0.75,NA,938,45.283,97.333,Aesc
RF_RUN5_PA5,TSS,0.804,NA,94,98.113,82.333,Aesc
RF_RUN5_PA5,ROC,0.965,NA,95.5,98.113,82.333,Aesc
RF_RUN5_PA5,FAR,0.939,NA,990,58.491,99.333,Aesc
RF_RUN5_PA5,ACCURACY,0.935,NA,875.5,69.811,97.333,Aesc
RF_RUN5_PA5,SR,0.939,NA,990,58.491,99.333,Aesc
GAM_RUN5_PA5,TSS,0.755,NA,618,86.792,88.667,Aesc
GAM_RUN5_PA5,ROC,0.919,NA,639,86.792,89,Aesc
GAM_RUN5_PA5,FAR,0.66,NA,916,62.264,94.333,Aesc
GAM_RUN5_PA5,ACCURACY,0.898,NA,878,69.811,93,Aesc
GAM_RUN5_PA5,SR,0.66,NA,916,62.264,94.333,Aesc
MAXENT.Phillips_RUN1_PA1,TSS,0.703,NA,293,80,90,Lsol
MAXENT.Phillips_RUN1_PA1,ROC,0.906,NA,296.5,80,90.667,Lsol
MAXENT.Phillips_RUN1_PA1,FAR,0.9,NA,929,30,99.667,Lsol
MAXENT.Phillips_RUN1_PA1,ACCURACY,0.936,NA,717,43.333,98.667,Lsol
MAXENT.Phillips_RUN1_PA1,SR,0.9,NA,929,30,99.667,Lsol
GLM_RUN1_PA1,TSS,0.627,NA,145,96.667,65.667,Lsol
GLM_RUN1_PA1,ROC,0.854,NA,149,96.667,66.667,Lsol
GLM_RUN1_PA1,FAR,0.667,NA,926,16.667,99.333,Lsol
GLM_RUN1_PA1,ACCURACY,0.915,NA,921.5,16.667,99.333,Lsol
GLM_RUN1_PA1,SR,0.667,NA,926,16.667,99.333,Lsol
ANN_RUN1_PA1,TSS,0.727,NA,534,90,82.667,Lsol
ANN_RUN1_PA1,ROC,0.931,NA,533.5,90,82.667,Lsol
ANN_RUN1_PA1,FAR,0.733,NA,917,36.667,98.667,Lsol
ANN_RUN1_PA1,ACCURACY,0.93,NA,888,56.667,96.667,Lsol
ANN_RUN1_PA1,SR,0.733,NA,917,36.667,98.667,Lsol
RF_RUN1_PA1,TSS,0.79,NA,156,93.333,85.667,Lsol
RF_RUN1_PA1,ROC,0.959,NA,154,93.333,85.667,Lsol
RF_RUN1_PA1,FAR,0.833,NA,990,33.333,99,Lsol
RF_RUN1_PA1,ACCURACY,0.945,NA,821,66.667,97.333,Lsol
RF_RUN1_PA1,SR,0.833,NA,990,33.333,99,Lsol
GAM_RUN1_PA1,TSS,0.703,NA,451,83.333,87,Lsol
GAM_RUN1_PA1,ROC,0.908,NA,466,83.333,87.333,Lsol
GAM_RUN1_PA1,FAR,0.611,NA,954,36.667,97.333,Lsol
GAM_RUN1_PA1,ACCURACY,0.921,NA,949,43.333,96.667,Lsol
GAM_RUN1_PA1,SR,0.611,NA,954,36.667,97.333,Lsol
MAXENT.Phillips_RUN2_PA1,TSS,0,NA,632,0,99.333,Lsol
MAXENT.Phillips_RUN2_PA1,ROC,0.497,NA,-Inf,100,0,Lsol
MAXENT.Phillips_RUN2_PA1,FAR,0,NA,313,0,99.333,Lsol
MAXENT.Phillips_RUN2_PA1,ACCURACY,0.909,NA,632,0,99.333,Lsol
MAXENT.Phillips_RUN2_PA1,SR,0,NA,313,0,99.333,Lsol
GLM_RUN2_PA1,TSS,0.653,NA,202,96.667,68,Lsol
GLM_RUN2_PA1,ROC,0.872,NA,209,96.667,69,Lsol
GLM_RUN2_PA1,FAR,0.375,NA,819,50,91.667,Lsol
GLM_RUN2_PA1,ACCURACY,0.909,NA,935,0,99.667,Lsol
GLM_RUN2_PA1,SR,0.375,NA,819,50,91.667,Lsol
ANN_RUN2_PA1,TSS,0.743,NA,441,86.667,87.667,Lsol
ANN_RUN2_PA1,ROC,0.899,NA,439,86.667,87.667,Lsol
ANN_RUN2_PA1,FAR,0.487,NA,777.5,63.333,93.333,Lsol
ANN_RUN2_PA1,ACCURACY,0.909,NA,962,3.333,100,Lsol
ANN_RUN2_PA1,SR,0.487,NA,777.5,63.333,93.333,Lsol
RF_RUN2_PA1,TSS,0.883,NA,289,96.667,91.667,Lsol
RF_RUN2_PA1,ROC,0.974,NA,288.5,96.667,91.667,Lsol
RF_RUN2_PA1,FAR,0.889,NA,960,53.333,99.333,Lsol
RF_RUN2_PA1,ACCURACY,0.952,NA,960,53.333,99.333,Lsol
RF_RUN2_PA1,SR,0.889,NA,960,53.333,99.333,Lsol
GAM_RUN2_PA1,TSS,0.763,NA,196,90,86.333,Lsol
GAM_RUN2_PA1,ROC,0.878,NA,197.5,90,86.333,Lsol
GAM_RUN2_PA1,FAR,0.55,NA,937,40,96.667,Lsol
GAM_RUN2_PA1,ACCURACY,0.915,NA,928,43.333,96.333,Lsol
GAM_RUN2_PA1,SR,0.55,NA,937,40,96.667,Lsol
MAXENT.Phillips_RUN3_PA1,TSS,0.78,NA,131,86.667,91.333,Lsol
MAXENT.Phillips_RUN3_PA1,ROC,0.921,NA,130.5,86.667,91.333,Lsol
MAXENT.Phillips_RUN3_PA1,FAR,0.789,NA,914,50,98.667,Lsol
MAXENT.Phillips_RUN3_PA1,ACCURACY,0.942,NA,914,50,98.667,Lsol
MAXENT.Phillips_RUN3_PA1,SR,0.789,NA,914,50,98.667,Lsol
GLM_RUN3_PA1,TSS,0.707,NA,595.5,86.667,84,Lsol
GLM_RUN3_PA1,ROC,0.901,NA,597,86.667,84,Lsol
GLM_RUN3_PA1,FAR,0.8,NA,923,13.333,99.667,Lsol
GLM_RUN3_PA1,ACCURACY,0.933,NA,905,40,98.667,Lsol
GLM_RUN3_PA1,SR,0.8,NA,923,13.333,99.667,Lsol
ANN_RUN3_PA1,TSS,0.833,NA,551,93.333,90,Lsol
ANN_RUN3_PA1,ROC,0.919,NA,552.5,93.333,90,Lsol
ANN_RUN3_PA1,FAR,0.517,NA,925,50,95,Lsol
ANN_RUN3_PA1,ACCURACY,0.912,NA,906.5,53.333,94,Lsol
ANN_RUN3_PA1,SR,0.517,NA,925,50,95,Lsol
RF_RUN3_PA1,TSS,0.843,NA,160,93.333,91,Lsol
RF_RUN3_PA1,ROC,0.969,NA,159,93.333,91,Lsol
RF_RUN3_PA1,FAR,0.812,NA,990,43.333,99,Lsol
RF_RUN3_PA1,ACCURACY,0.948,NA,980,56.667,98.667,Lsol
RF_RUN3_PA1,SR,0.812,NA,990,43.333,99,Lsol
GAM_RUN3_PA1,TSS,0.783,NA,132.5,93.333,85,Lsol
GAM_RUN3_PA1,ROC,0.924,NA,133,93.333,85,Lsol
GAM_RUN3_PA1,FAR,0.583,NA,961,46.667,96.333,Lsol
GAM_RUN3_PA1,ACCURACY,0.921,NA,961,46.667,96.333,Lsol
GAM_RUN3_PA1,SR,0.583,NA,961,46.667,96.333,Lsol
MAXENT.Phillips_RUN4_PA1,TSS,0.653,NA,166.5,73.333,90,Lsol
MAXENT.Phillips_RUN4_PA1,ROC,0.887,NA,32.5,83.333,82,Lsol
MAXENT.Phillips_RUN4_PA1,FAR,0.667,NA,985,33.333,98.333,Lsol
MAXENT.Phillips_RUN4_PA1,ACCURACY,0.927,NA,767.5,50,96.667,Lsol
MAXENT.Phillips_RUN4_PA1,SR,0.667,NA,985,33.333,98.333,Lsol
GLM_RUN4_PA1,TSS,0.64,NA,436,86.667,77.333,Lsol
GLM_RUN4_PA1,ROC,0.841,NA,436,86.667,77.333,Lsol
GLM_RUN4_PA1,FAR,1,NA,918,10,100,Lsol
GLM_RUN4_PA1,ACCURACY,0.918,NA,918,10,100,Lsol
GLM_RUN4_PA1,SR,1,NA,918,10,100,Lsol
ANN_RUN4_PA1,TSS,0.793,NA,177.5,96.667,82.667,Lsol
ANN_RUN4_PA1,ROC,0.942,NA,183,96.667,82.667,Lsol
ANN_RUN4_PA1,FAR,0.667,NA,961,30,98.333,Lsol
ANN_RUN4_PA1,ACCURACY,0.924,NA,951.5,36.667,98.333,Lsol
ANN_RUN4_PA1,SR,0.667,NA,961,30,98.333,Lsol
RF_RUN4_PA1,TSS,0.82,NA,173,93.333,88.667,Lsol
RF_RUN4_PA1,ROC,0.959,NA,170,93.333,88.667,Lsol
RF_RUN4_PA1,FAR,0.778,NA,990,50,98.667,Lsol
RF_RUN4_PA1,ACCURACY,0.942,NA,946,56.667,98,Lsol
RF_RUN4_PA1,SR,0.778,NA,990,50,98.667,Lsol
GAM_RUN4_PA1,TSS,0.65,NA,115,83.333,81.667,Lsol
GAM_RUN4_PA1,ROC,0.874,NA,115.5,83.333,81.667,Lsol
GAM_RUN4_PA1,FAR,0.5,NA,942.5,40,96.333,Lsol
GAM_RUN4_PA1,ACCURACY,0.909,NA,947,30,97,Lsol
GAM_RUN4_PA1,SR,0.5,NA,942.5,40,96.333,Lsol
MAXENT.Phillips_RUN5_PA1,TSS,0.09,NA,482,10,99,Lsol
MAXENT.Phillips_RUN5_PA1,ROC,0.539,NA,484.5,10,99,Lsol
MAXENT.Phillips_RUN5_PA1,FAR,0.5,NA,482,10,99,Lsol
MAXENT.Phillips_RUN5_PA1,ACCURACY,0.909,NA,487,10,99,Lsol
MAXENT.Phillips_RUN5_PA1,SR,0.5,NA,482,10,99,Lsol
GLM_RUN5_PA1,TSS,0.7,NA,356,96.667,73.333,Lsol
GLM_RUN5_PA1,ROC,0.882,NA,357.5,96.667,73.333,Lsol
GLM_RUN5_PA1,FAR,0.417,NA,918,16.667,97.667,Lsol
GLM_RUN5_PA1,ACCURACY,0.909,NA,945,0,99.667,Lsol
GLM_RUN5_PA1,SR,0.417,NA,918,16.667,97.667,Lsol
ANN_RUN5_PA1,TSS,0.787,NA,299,96.667,81.667,Lsol
ANN_RUN5_PA1,ROC,0.904,NA,299.5,96.667,82,Lsol
ANN_RUN5_PA1,FAR,0.439,NA,868,60,92.333,Lsol
ANN_RUN5_PA1,ACCURACY,0.909,NA,953,0,99.667,Lsol
ANN_RUN5_PA1,SR,0.439,NA,868,60,92.333,Lsol
RF_RUN5_PA1,TSS,0.787,NA,90,96.667,82,Lsol
RF_RUN5_PA1,ROC,0.955,NA,92,96.667,82.333,Lsol
RF_RUN5_PA1,FAR,0.765,NA,980,43.333,98.667,Lsol
RF_RUN5_PA1,ACCURACY,0.955,NA,648,76.667,97.333,Lsol
RF_RUN5_PA1,SR,0.765,NA,980,43.333,98.667,Lsol
GAM_RUN5_PA1,TSS,0.697,NA,65,96.667,73,Lsol
GAM_RUN5_PA1,ROC,0.904,NA,65,96.667,73,Lsol
GAM_RUN5_PA1,FAR,0.5,NA,879,63.333,93.667,Lsol
GAM_RUN5_PA1,ACCURACY,0.909,NA,897,56.667,94,Lsol
GAM_RUN5_PA1,SR,0.5,NA,879,63.333,93.667,Lsol
MAXENT.Phillips_RUN1_PA2,TSS,0,NA,632,0,99,Lsol
MAXENT.Phillips_RUN1_PA2,ROC,0.495,NA,-Inf,100,0,Lsol
MAXENT.Phillips_RUN1_PA2,FAR,0,NA,313,0,99,Lsol
MAXENT.Phillips_RUN1_PA2,ACCURACY,0.909,NA,632,0,99,Lsol
MAXENT.Phillips_RUN1_PA2,SR,0,NA,313,0,99,Lsol
GLM_RUN1_PA2,TSS,0.707,NA,623,86.667,83.667,Lsol
GLM_RUN1_PA2,ROC,0.895,NA,629,86.667,84.667,Lsol
GLM_RUN1_PA2,FAR,0.6,NA,932,10,99,Lsol
GLM_RUN1_PA2,ACCURACY,0.912,NA,932,10,99,Lsol
GLM_RUN1_PA2,SR,0.6,NA,932,10,99,Lsol
ANN_RUN1_PA2,TSS,0.74,NA,332,90,84,Lsol
ANN_RUN1_PA2,ROC,0.942,NA,57,100,74.667,Lsol
ANN_RUN1_PA2,FAR,1,NA,966,10,99.667,Lsol
ANN_RUN1_PA2,ACCURACY,0.939,NA,937,43.333,99,Lsol
ANN_RUN1_PA2,SR,1,NA,966,10,99.667,Lsol
RF_RUN1_PA2,TSS,0.807,NA,168,93.333,87.333,Lsol
RF_RUN1_PA2,ROC,0.96,NA,166.5,93.333,87.333,Lsol
RF_RUN1_PA2,FAR,0.842,NA,960,53.333,99,Lsol
RF_RUN1_PA2,ACCURACY,0.948,NA,960,53.333,99,Lsol
RF_RUN1_PA2,SR,0.842,NA,960,53.333,99,Lsol
